,x,y
0,2.51017385427404,8.557772593573459
1,1.9098766749503264,5.725005071543877
2,-2.6259474158965874,2.868696206094807
3,0.24360845805802267,3.855781626291033
4,-3.3548575489659562,4.851035156305226
5,2.2975629410706766,7.84094146171692
6,-0.384322887307583,2.013056569389722
7,-3.5203864635476516,5.977387087389395
8,1.227775721887551,3.763898606680365
9,2.3479216047542684,6.666068711445701
10,1.2868644120525659,4.8793535126725835
11,-2.6547155708081784,3.238433670893386
12,-1.2543288882200034,0.9921335319728113
13,1.7738180258943208,6.73224905096642
14,2.968874365174358,8.945492349981631
15,1.6547587093872673,5.778721553980412
16,1.5498254336905006,5.5680132074481925
17,0.8579916907071619,3.800186265630175
18,1.64986374239402,4.618810162719093
19,-0.7041741563120043,3.112535766835018
20,-0.297095417871859,3.0130075933738443
21,-0.5141652935779497,2.1018926568180043
22,1.3874671512930163,5.421053727543599
23,-0.3068568379739198,0.9976531572840789
24,-0.03206918501624756,0.4641132337854994
25,-3.5084966268579967,5.128650292104882
26,-3.4311038856150504,2.2457032186726105
27,-3.674111063889128,4.750352047903762
28,-0.40448955351013627,0.9610526028423858
29,0.6379555159453147,3.0509967939589973
30,-1.9194040395897072,2.3009247155728665
31,-1.2945726273748246,2.5322605916858287
32,2.0003269213714283,3.625021272189106
33,1.8988710458490985,5.617184805865482
34,-2.225651594044341,1.236712820733776
35,-3.9706040218621723,6.734642477252927
36,-1.9450940755770656,1.9061972649560892
37,0.2871915574833279,0.8815216314254066
38,-1.828730990340408,0.8154069875706351
39,-1.5323312929479806,2.2234683683514582
40,2.989525292070831,10.030620832051627
41,-0.5070888449229347,2.6465825761891058
42,-1.3709016477241693,1.968204905180942
43,-0.697478963571251,1.4738141735624297
44,-2.422665128083105,4.347234380916691
45,0.17453552633014446,2.5576216912960144
46,-1.902995444896447,0.616958564144815
47,-1.9875864285042093,2.5204871347277127
48,-1.9841340777997334,1.0451171626649849
49,-3.748690723467403,4.1929888664875525
