,x,y
0,-0.16305675612847725,1.9748907796656772
1,-2.0298958376676257,3.027990753967565
2,-2.3992607432898634,3.5542824980085026
3,0.2038211690911247,1.3901666142296933
4,1.9237420407481842,6.929572140040751
5,-1.9911363380087708,2.83364182564941
6,0.07850898761785707,1.5561620801715503
7,-1.8138881318153772,3.487522935205509
8,-3.248272768414843,4.700864736661027
9,2.2474798517339662,7.445192253840737
10,2.1182550877376567,7.526167859586476
11,-3.170039056918156,3.0974391322245225
12,-1.5827490143273795,2.45038517905821
13,2.856849877150122,8.828230993098837
14,1.2964429474610144,3.4357506459608906
15,-1.537508509527116,-0.41226777935060155
16,-3.000216782038452,5.643520497171968
17,-0.04654181566180915,0.7993598527216044
18,-2.438755447460161,3.4100161866341483
19,-2.1298925109734093,2.606437857243503
20,-3.8632760820615153,4.623334415625811
21,-0.4179638738944562,1.5854810110915594
22,-2.3701508492204413,3.5969452435465206
23,1.7919146361670428,3.6099691005282146
24,-1.984381033040254,2.2068746110902895
25,-1.1513908961789006,-0.5164341855293169
26,-1.0565587938124672,2.6734185248425573
27,2.355909104561995,4.991812030646148
28,0.9412468829751077,2.9020838977724286
29,-2.6432088520556976,2.3036462105304225
30,-0.9724967175784611,3.8407577190372657
31,-2.524066185574575,2.367841881544091
32,0.5864771329000202,4.854636559059353
33,2.2158707249508316,7.628486651177426
34,2.7274671309933964,7.077097142761515
35,0.03306903052061738,2.581252424194257
36,-2.8940894210667256,3.496321155921431
37,-0.6168324377358769,3.1031359783190027
38,-1.782888684986771,2.886762163532799
39,1.4147223214138123,5.234706325533721
40,0.23964444164440923,3.110025280701344
41,-1.3338661764324806,0.9060649806741771
42,-3.208200872314728,1.9812137227281617
43,-3.4717714616658624,4.418633426937642
44,1.6740831216663725,5.460098533510421
45,2.5460014830617164,8.182351108019873
46,2.804328415235746,9.165107665387499
47,0.6051865286405471,4.640465857948683
48,1.7929467216594555,5.731424556486633
49,2.6239401939513334,7.063562184747006
